project_index,folder_count,file_count,file_count_tslike,file_count_.ts,file_count_.tsx,file_count_.js,file_count_.jsx,commit_count,unique_commit_authors,commit_count_per_author,first_commit_date,last_commit_date,lines_of_code,lines_of_code_tslike,lines_of_code_.ts,lines_of_code_.tsx,lines_of_code_.js,lines_of_code_.jsx,lines_of_comments,lines_of_comments_tslike,lines_of_comments_.ts,lines_of_comments_.tsx,lines_of_comments_.js,lines_of_comments_.jsx,/frontend_.ts_file_count,/frontend_.ts_total_lines,/frontend_.ts_sloc,/frontend_.ts_total_lines_of_comments,/frontend_.ts_blank_lines,/frontend_.js_file_count,/frontend_.js_total_lines,/frontend_.js_sloc,/frontend_.js_total_lines_of_comments,/frontend_.js_blank_lines,/src_.ts_file_count,/src_.ts_total_lines,/src_.ts_sloc,/src_.ts_total_lines_of_comments,/src_.ts_blank_lines,/src_.js_file_count,/src_.js_total_lines,/src_.js_sloc,/src_.js_total_lines_of_comments,/src_.js_blank_lines,/test/controller_.ts_file_count,/test/controller_.ts_total_lines,/test/controller_.ts_sloc,/test/controller_.ts_total_lines_of_comments,/test/controller_.ts_blank_lines,/test/controller_.js_file_count,/test/controller_.js_total_lines,/test/controller_.js_sloc,/test/controller_.js_total_lines_of_comments,/test/controller_.js_blank_lines,/test/rest_.ts_file_count,/test/rest_.ts_total_lines,/test/rest_.ts_sloc,/test/rest_.ts_total_lines_of_comments,/test/rest_.ts_blank_lines,/test/rest_.js_file_count,/test/rest_.js_total_lines,/test/rest_.js_sloc,/test/rest_.js_total_lines_of_comments,/test/rest_.js_blank_lines,3_folders_file_count,3_folders_total_lines,3_folders_sloc,3_folders_total_lines_of_comments,3_folders_blank_lines,/frontend_file_count,/frontend_total_lines,/frontend_sloc,/frontend_total_lines_of_comments,/frontend_blank_lines,/src_file_count,/src_total_lines,/src_sloc,/src_total_lines_of_comments,/src_blank_lines,/test/controller_file_count,/test/controller_total_lines,/test/controller_sloc,/test/controller_total_lines_of_comments,/test/controller_blank_lines,/test/rest_file_count,/test/rest_total_lines,/test/rest_sloc,/test/rest_total_lines_of_comments,/test/rest_blank_lines,typescript_file_count,typescript_total_lines,typescript_sloc,typescript_total_lines_of_comments,typescript_blank_lines,javascript_file_count,javascript_total_lines,javascript_sloc,javascript_total_lines_of_comments,javascript_blank_lines,cc_sum,cc_sum_3folders,term
51,36,163,20,18,0,2,0,115,5,"[44, 36, 14, 10, 7, 3, 1]",2021-09-22,2021-11-28,108029,3239,2861,0,378,0,1072,355,354,0,1,0,0,0,0,0,0,1,263,243,1,19,14,1983,1641,182,160,0,0,0,0,0,2,611,394,152,65,0,0,0,0,0,1,253,208,26,19,0,0,0,0,0,18,3471,2486,361,263,1,264,243,1,19,14,2165,1641,182,160,2,763,394,152,65,1,279,208,26,19,17,3207,2243,360,244,1,264,243,1,19,575,574,1
52,54,219,41,39,0,2,0,52,3,"[24, 18, 6, 3, 1]",2021-09-22,2021-12-02,111573,3596,3256,0,340,0,1206,204,202,0,2,0,0,0,0,0,0,1,225,199,5,21,36,2409,1891,175,343,0,0,0,0,0,1,491,393,34,64,0,0,0,0,0,1,291,265,5,21,0,0,0,0,0,39,3635,2748,219,449,1,230,199,5,21,36,2584,1891,175,343,1,525,393,34,64,1,296,265,5,21,38,3405,2549,214,428,1,230,199,5,21,967,554,1
53,47,338,20,18,0,2,0,129,4,"[75, 21, 16, 13, 3, 1]",2021-09-22,2021-11-30,189876,3303,2597,0,706,0,1731,442,382,0,60,0,0,0,0,0,0,1,591,477,60,54,15,1474,1076,281,117,0,0,0,0,0,1,732,647,25,60,0,0,0,0,0,1,98,0,90,8,0,0,0,0,0,18,3351,2200,456,239,1,651,477,60,54,15,1755,1076,281,117,1,757,647,25,60,1,188,0,90,8,17,2700,1723,396,185,1,651,477,60,54,700,700,1
54,58,266,20,18,0,2,0,124,5,"[66, 22, 16, 12, 5, 2, 1]",2021-09-22,2021-11-29,109839,3725,3422,0,303,0,1130,375,369,0,6,0,0,0,0,0,0,1,188,165,6,17,15,1875,1381,310,184,0,0,0,0,0,1,671,592,20,59,0,0,0,0,0,1,631,560,37,34,0,0,0,0,0,18,3738,2698,373,294,1,194,165,6,17,15,2185,1381,310,184,1,691,592,20,59,1,668,560,37,34,17,3544,2533,367,277,1,194,165,6,17,583,583,1
55,35,207,24,19,0,5,0,174,3,"[86, 63, 21, 3, 1]",2021-09-22,2021-12-07,699864,3860,3567,0,293,0,4056,748,710,0,38,0,0,0,0,0,0,3,172,102,40,30,16,2708,2162,300,246,0,0,0,0,0,1,760,345,329,86,0,0,0,0,0,1,85,0,85,0,0,0,0,0,0,21,4479,2609,754,362,3,212,102,40,30,16,3008,2162,300,246,1,1089,345,329,86,1,170,0,85,0,18,4267,2507,714,332,3,212,102,40,30,796,794,1
56,39,189,22,20,0,2,0,104,4,"[46, 31, 15, 9, 2, 1]",2021-09-22,2021-12-04,347870,2256,2125,0,131,0,2271,182,182,0,0,0,8,346,296,21,29,1,16,16,0,0,10,1305,1074,133,98,0,0,0,0,0,1,350,287,17,46,0,0,0,0,0,1,124,83,30,11,0,0,0,0,0,21,2342,1756,201,184,9,383,312,21,29,10,1438,1074,133,98,1,367,287,17,46,1,154,83,30,11,20,2326,1740,201,184,1,16,16,0,0,652,454,1
57,50,232,33,23,0,10,0,71,2,"[33, 31, 6, 1]",2021-09-22,2021-12-07,125434,3344,2943,0,401,0,951,215,207,0,8,0,0,0,0,0,0,1,13,11,0,2,17,1852,1486,165,201,0,0,0,0,0,1,494,384,30,80,0,0,0,0,0,1,354,317,12,25,0,0,0,0,0,20,2920,2198,207,308,1,13,11,0,2,17,2017,1486,165,201,1,524,384,30,80,1,366,317,12,25,19,2907,2187,207,306,1,13,11,0,2,579,548,1
58,33,166,14,12,0,2,0,216,3,"[140, 55, 17, 3, 1]",2021-09-22,2021-12-06,274114,2019,1766,0,253,0,1201,162,162,0,0,0,0,0,0,0,0,1,138,133,0,5,10,1305,1092,120,93,0,0,0,0,0,1,326,266,22,38,0,0,0,0,0,1,135,80,39,16,0,0,0,0,0,13,2085,1571,181,152,1,138,133,0,5,10,1425,1092,120,93,1,348,266,22,38,1,174,80,39,16,12,1947,1438,181,147,1,138,133,0,5,442,442,1
59,70,234,40,31,3,6,0,142,4,"[54, 50, 21, 13, 3, 1]",2021-09-22,2021-12-01,409359,6202,5437,428,337,0,1722,155,154,1,0,0,6,560,520,2,38,5,222,206,0,16,20,2172,1838,136,198,0,0,0,0,0,5,2893,2747,9,137,0,0,0,0,0,1,181,151,25,5,0,0,0,0,0,37,6200,5462,172,394,11,784,726,2,54,20,2308,1838,136,198,5,2902,2747,9,137,1,206,151,25,5,32,5978,5256,172,378,5,222,206,0,16,965,959,1
60,34,211,31,24,0,7,0,349,4,"[142, 104, 53, 46, 3, 1]",2021-09-22,2021-12-06,224765,5798,5250,0,548,0,2915,1624,1604,0,20,0,0,0,0,0,0,6,433,382,20,31,18,2964,2279,532,153,0,0,0,0,0,2,1567,491,1060,16,0,0,0,0,0,2,696,634,29,33,0,0,0,0,0,28,7301,3786,1641,233,6,453,382,20,31,18,3496,2279,532,153,2,2627,491,1060,16,2,725,634,29,33,22,6848,3404,1621,202,6,453,382,20,31,849,846,1
61,49,6348,21,19,0,2,0,238,4,"[96, 63, 47, 29, 2, 1]",2021-09-22,2021-11-23,565743,3613,3487,0,126,0,6717,941,941,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1615,1234,164,217,0,0,0,0,0,1,1397,534,759,104,1,11,11,0,0,1,267,209,39,19,0,0,0,0,0,18,4252,1988,962,340,0,0,0,0,0,15,1779,1234,164,217,2,2167,545,759,104,1,306,209,39,19,17,4241,1977,962,340,1,11,11,0,0,708,507,1
62,37,259,23,21,0,2,0,149,4,"[71, 32, 24, 18, 3, 1]",2021-09-22,2021-12-05,314637,3959,3706,0,253,0,3549,1336,1332,0,4,0,0,0,0,0,0,1,138,119,4,15,19,2784,2151,412,221,0,0,0,0,0,1,693,0,693,0,0,0,0,0,0,1,229,0,229,0,0,0,0,0,0,22,5182,2270,1338,236,1,142,119,4,15,19,3196,2151,412,221,1,1386,0,693,0,1,458,0,229,0,21,5040,2151,1334,221,1,142,119,4,15,536,536,1
63,34,74,13,12,0,1,0,68,3,"[37, 16, 12, 2, 1]",2021-09-22,2021-11-29,184131,3906,3791,0,115,0,1526,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1622,1371,112,139,0,0,0,0,0,1,2115,1921,67,127,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,12,3999,3308,208,275,0,0,0,0,0,10,1734,1371,112,139,1,2182,1921,67,127,1,83,16,29,9,12,3999,3308,208,275,0,0,0,0,0,634,634,1
64,40,266,16,12,0,4,0,177,4,"[85, 50, 20, 18, 3, 1]",2021-09-22,2021-11-29,203344,4188,3836,0,352,0,2280,651,651,0,0,0,0,0,0,0,0,3,237,221,0,16,9,1495,1247,128,120,0,0,0,0,0,1,1798,1609,30,159,0,0,0,0,0,1,530,27,493,10,0,0,0,0,0,14,4711,3104,651,305,3,237,221,0,16,9,1623,1247,128,120,1,1828,1609,30,159,1,1023,27,493,10,11,4474,2883,651,289,3,237,221,0,16,578,576,1
65,34,122,19,15,0,4,0,166,3,"[89, 52, 21, 3, 1]",2021-09-22,2021-12-07,111496,2197,2018,0,179,0,885,152,150,0,2,0,0,0,0,0,0,3,64,56,2,6,10,1312,1117,119,76,0,0,0,0,0,3,641,282,313,46,0,0,0,0,0,1,54,18,27,9,0,0,0,0,0,17,2532,1473,461,137,3,66,56,2,6,10,1431,1117,119,76,3,954,282,313,46,1,81,18,27,9,14,2466,1417,459,131,3,66,56,2,6,337,335,1
66,33,121,14,12,0,2,0,66,3,"[29, 26, 7, 3, 1]",2021-09-22,2021-11-29,337768,2183,1973,0,210,0,1204,460,436,0,24,0,0,0,0,0,0,1,95,61,24,10,9,1204,1012,124,68,0,0,0,0,0,1,296,17,277,2,0,0,0,0,0,1,174,140,21,13,0,0,0,0,0,12,2215,1230,446,93,1,119,61,24,10,9,1328,1012,124,68,1,573,17,277,2,1,195,140,21,13,11,2096,1169,422,83,1,119,61,24,10,440,440,1
67,33,119,19,17,0,2,0,57,3,"[27, 18, 8, 3, 1]",2021-09-22,2021-12-07,251472,2715,2481,0,234,0,2003,145,145,0,0,0,0,0,0,0,0,1,119,109,0,10,14,1884,1646,114,124,0,0,0,0,0,1,530,429,20,81,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,17,2750,2200,163,224,1,119,109,0,10,14,1998,1646,114,124,1,550,429,20,81,1,83,16,29,9,16,2631,2091,163,214,1,119,109,0,10,653,651,1
68,33,270,24,18,0,6,0,213,4,"[93, 50, 40, 26, 3, 1]",2021-09-22,2021-12-07,781616,21023,2548,0,18475,0,2780,217,179,0,38,0,0,0,0,0,0,4,224,207,2,15,16,2282,1892,149,241,0,0,0,0,0,1,126,90,17,19,0,0,0,0,0,1,140,113,18,9,0,0,0,0,0,22,2958,2302,186,284,4,226,207,2,15,16,2431,1892,149,241,1,143,90,17,19,1,158,113,18,9,18,2732,2095,184,269,4,226,207,2,15,3291,3291,1
69,46,298,23,16,0,7,0,150,4,"[80, 45, 14, 7, 3, 1]",2021-09-22,2021-11-29,357775,3941,3051,0,890,0,4314,213,171,0,42,0,0,0,0,0,0,4,393,358,5,30,13,1842,1552,147,143,0,0,0,0,0,1,1142,1028,13,101,1,349,309,40,0,1,54,16,29,9,0,0,0,0,0,20,4014,3263,234,283,4,398,358,5,30,13,1989,1552,147,143,2,1544,1337,53,101,1,83,16,29,9,15,3227,2596,189,253,5,787,667,45,30,1175,567,1
70,37,148,14,10,0,4,0,37,2,"[27, 6, 3, 1]",2021-09-22,2021-11-26,132255,2443,1920,0,523,0,1340,299,286,0,13,0,0,0,0,0,0,1,47,43,0,4,7,949,648,236,65,0,0,0,0,0,1,498,448,14,36,1,330,317,13,0,1,461,369,67,25,0,0,0,0,0,11,2615,1825,330,130,1,47,43,0,4,7,1185,648,236,65,2,855,765,27,36,1,528,369,67,25,9,2225,1465,317,126,2,390,360,13,4,456,441,1
71,33,157,11,9,0,2,0,99,3,"[49, 32, 14, 3, 1]",2021-09-22,2021-12-07,113857,2231,1967,0,264,0,1048,172,170,0,2,0,0,0,0,0,0,1,149,137,2,10,5,674,487,119,68,0,0,0,0,0,1,466,366,42,58,0,0,0,0,0,1,292,240,30,22,0,0,0,0,0,8,1774,1230,193,158,1,151,137,2,10,5,793,487,119,68,1,508,366,42,58,1,322,240,30,22,7,1623,1093,191,148,1,151,137,2,10,382,382,1
72,49,991,14,12,0,2,0,226,5,"[100, 81, 32, 5, 4, 3, 1]",2021-09-22,2021-12-05,283012,3684,3334,0,350,0,6640,317,288,0,29,0,0,0,0,0,0,1,235,181,29,25,7,1317,1078,144,95,0,0,0,0,0,2,847,729,44,74,0,0,0,0,0,1,919,651,97,171,0,0,0,0,0,11,3632,2639,314,365,1,264,181,29,25,7,1461,1078,144,95,2,891,729,44,74,1,1016,651,97,171,10,3368,2458,285,340,1,264,181,29,25,1115,715,1
73,47,6159,14,11,0,3,0,109,3,"[54, 43, 8, 3, 1]",2021-09-22,2021-12-06,563334,3248,2801,0,447,0,5655,517,222,0,295,0,0,0,0,0,0,1,331,0,295,36,9,1721,1428,158,135,1,1,1,0,0,1,1026,872,71,83,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,13,3686,2317,553,263,1,626,0,295,36,10,1880,1429,158,135,1,1097,872,71,83,1,83,16,29,9,11,3059,2316,258,227,2,627,1,295,36,606,408,1
74,33,220,14,12,0,2,0,138,3,"[66, 39, 29, 3, 1]",2021-09-22,2021-12-06,110317,2518,2278,0,240,0,972,148,148,0,0,0,0,0,0,0,0,1,125,112,0,13,10,1445,1227,132,86,0,0,0,0,0,1,378,319,16,43,0,0,0,0,0,1,455,416,3,36,0,0,0,0,0,13,2554,2074,151,178,1,125,112,0,13,10,1577,1227,132,86,1,394,319,16,43,1,458,416,3,36,12,2429,1962,151,165,1,125,112,0,13,495,495,1
75,34,304,34,32,0,2,0,54,4,"[21, 15, 8, 6, 3, 1]",2021-09-22,2021-12-07,95739,2843,2587,0,256,0,824,117,117,0,0,0,0,0,0,0,0,1,141,130,0,11,29,1709,1439,102,168,0,0,0,0,0,1,814,758,4,52,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,32,2853,2343,135,240,1,141,130,0,11,29,1811,1439,102,168,1,818,758,4,52,1,83,16,29,9,31,2712,2213,135,229,1,141,130,0,11,411,409,1
76,33,71,15,13,0,2,0,112,4,"[35, 30, 22, 21, 3, 1]",2021-09-22,2021-12-05,70796,2056,1709,0,347,0,723,174,166,0,8,0,0,0,0,0,0,1,232,193,8,31,11,1534,1292,145,97,0,0,0,0,0,1,121,77,24,20,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,14,2147,1578,206,157,1,240,193,8,31,11,1679,1292,145,97,1,145,77,24,20,1,83,16,29,9,13,1907,1385,198,126,1,240,193,8,31,429,429,1
77,36,170,18,16,0,2,0,77,4,"[68, 3, 2, 2, 1, 1]",2021-09-22,2021-11-29,218301,2638,2501,0,137,0,1563,278,276,0,2,0,0,0,0,0,0,1,22,17,2,3,12,1695,1341,249,105,0,0,0,0,0,3,532,401,69,62,0,0,0,0,0,1,274,224,28,22,0,0,0,0,0,17,2871,1983,348,192,1,24,17,2,3,12,1944,1341,249,105,3,601,401,69,62,1,302,224,28,22,16,2847,1966,346,189,1,24,17,2,3,534,534,1
78,36,170,20,18,0,2,0,118,3,"[74, 31, 9, 3, 1]",2021-09-22,2021-12-06,190460,3401,2775,0,626,0,1430,332,325,0,7,0,0,0,0,0,0,1,511,429,7,75,16,1933,1556,225,152,0,0,0,0,0,1,788,631,90,67,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,19,3637,2632,351,303,1,518,429,7,75,16,2158,1556,225,152,1,878,631,90,67,1,83,16,29,9,18,3119,2203,344,228,1,518,429,7,75,737,737,1
79,33,105,13,11,0,2,0,102,4,"[56, 29, 11, 3, 2, 1]",2021-09-22,2021-12-07,307364,2076,1798,0,278,0,2737,180,175,0,5,0,0,0,0,0,0,1,163,155,5,3,9,1427,1167,182,78,0,0,0,0,0,1,320,249,35,36,0,0,0,0,0,1,51,21,22,8,0,0,0,0,0,12,2205,1592,244,125,1,168,155,5,3,9,1609,1167,182,78,1,355,249,35,36,1,73,21,22,8,11,2037,1437,239,122,1,168,155,5,3,476,476,1
80,51,158,50,36,0,14,0,169,4,"[76, 46, 26, 17, 3, 1]",2021-09-22,2021-12-08,219082,4030,3448,0,582,0,1440,116,116,0,0,0,0,0,0,0,0,13,467,428,0,39,31,2361,2010,116,235,0,0,0,0,0,1,411,323,22,66,0,0,0,0,0,1,250,232,0,18,0,0,0,0,0,46,3627,2993,138,358,13,467,428,0,39,31,2477,2010,116,235,1,433,323,22,66,1,250,232,0,18,33,3160,2565,138,319,13,467,428,0,39,831,829,1
81,43,575,33,27,0,6,0,153,4,"[90, 22, 20, 17, 3, 1]",2021-09-22,2021-12-06,772020,5099,4599,0,500,0,5846,499,492,0,7,0,0,0,0,0,0,2,239,211,7,21,24,2460,1742,324,394,0,0,0,0,0,2,1579,1220,128,231,0,0,0,0,0,1,560,445,54,61,0,0,0,0,0,29,5351,3618,513,707,2,246,211,7,21,24,2784,1742,324,394,2,1707,1220,128,231,1,614,445,54,61,27,5105,3407,506,686,2,246,211,7,21,1040,841,1
82,33,128,24,21,0,3,0,134,5,"[40, 33, 30, 26, 3, 1, 1]",2021-09-22,2021-12-07,165577,3899,3560,0,339,0,2675,1424,1384,0,40,0,0,0,0,0,0,1,224,166,44,14,18,2378,1835,380,163,0,0,0,0,0,1,1115,-9,1124,0,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,21,5348,2008,1577,186,1,268,166,44,14,18,2758,1835,380,163,1,2239,-9,1124,0,1,83,16,29,9,20,5080,1842,1533,172,1,268,166,44,14,453,451,1
83,45,169,30,28,0,2,0,109,3,"[66, 34, 6, 2, 1]",2021-09-22,2021-12-07,212493,2913,2782,0,131,0,1728,589,589,0,0,0,6,158,127,6,25,1,16,16,0,0,16,1874,1441,251,182,0,0,0,0,0,4,651,292,284,75,0,0,0,0,0,1,85,0,85,0,0,0,0,0,0,28,3410,1876,626,282,7,180,143,6,25,16,2125,1441,251,182,4,935,292,284,75,1,170,0,85,0,27,3394,1860,626,282,1,16,16,0,0,414,413,1
84,38,159,18,12,0,6,0,120,4,"[36, 36, 24, 20, 3, 1]",2021-09-22,2021-12-07,249201,2669,2173,0,496,0,1846,144,144,0,0,0,0,0,0,0,0,5,381,349,0,32,10,1577,1356,112,109,0,0,0,0,0,1,350,78,239,33,0,0,0,0,0,1,246,230,5,11,0,0,0,0,0,17,2910,2013,356,185,5,381,349,0,32,10,1689,1356,112,109,1,589,78,239,33,1,251,230,5,11,12,2529,1664,356,153,5,381,349,0,32,292,292,1
85,54,209,25,23,0,2,0,130,6,"[57, 23, 21, 13, 6, 6, 3, 1]",2021-09-22,2021-11-28,188886,5471,5158,0,313,0,1098,264,264,0,0,0,0,0,0,0,0,1,198,173,0,25,20,2974,2415,232,327,0,0,0,0,0,1,661,519,32,110,0,0,0,0,0,1,206,185,6,15,0,0,0,0,0,23,4309,3292,270,477,1,198,173,0,25,20,3206,2415,232,327,1,693,519,32,110,1,212,185,6,15,22,4111,3119,270,452,1,198,173,0,25,739,668,1
86,34,80,15,11,0,4,0,74,2,"[38, 32, 3, 1]",2021-09-22,2021-11-29,91582,1952,1696,0,256,0,891,173,173,0,0,0,0,0,0,0,0,3,141,129,0,12,8,1363,1164,128,71,0,0,0,0,0,1,264,172,59,33,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,13,2038,1481,216,125,3,141,129,0,12,8,1491,1164,128,71,1,323,172,59,33,1,83,16,29,9,10,1897,1352,216,113,3,141,129,0,12,381,380,1
87,38,172,28,24,0,4,0,126,4,"[61, 45, 10, 6, 3, 1]",2021-09-22,2021-12-07,178379,3111,2573,0,538,0,1703,228,224,0,4,0,0,0,0,0,0,2,85,68,3,14,21,1929,1507,211,211,0,0,0,0,0,1,547,490,11,46,0,0,0,0,0,1,84,62,10,12,0,0,0,0,0,25,2880,2127,235,283,2,88,68,3,14,21,2140,1507,211,211,1,558,490,11,46,1,94,62,10,12,23,2792,2059,232,269,2,88,68,3,14,654,653,1
88,33,86,14,12,0,2,0,51,4,"[19, 16, 6, 6, 3, 1]",2021-09-22,2021-12-07,175376,1694,1574,0,120,0,1306,235,235,0,0,0,0,0,0,0,0,1,5,4,0,1,10,1112,810,199,103,0,0,0,0,0,1,408,316,45,47,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,13,1852,1146,273,160,1,5,4,0,1,10,1311,810,199,103,1,453,316,45,47,1,83,16,29,9,12,1847,1142,273,159,1,5,4,0,1,316,316,1
89,39,255,26,17,0,9,0,121,11,"[49, 23, 15, 14, 7, 3, 3, 2, 1, 1, 1, 1, 1]",2021-09-22,2021-12-07,268923,2769,1976,0,793,0,1646,232,232,0,0,0,0,0,0,0,0,8,678,643,0,35,14,1305,1032,150,123,0,0,0,0,0,1,585,457,38,90,0,0,0,0,0,1,75,22,44,9,0,0,0,0,0,24,2875,2154,232,257,8,678,643,0,35,14,1455,1032,150,123,1,623,457,38,90,1,119,22,44,9,16,2197,1511,232,222,8,678,643,0,35,409,407,1
90,39,111,37,20,0,17,0,135,4,"[59, 32, 28, 12, 3, 1]",2021-09-22,2021-11-29,182642,3945,2988,0,957,0,1910,328,246,0,82,0,0,0,0,0,0,16,842,692,85,65,16,1979,1531,283,165,0,0,0,0,0,1,186,140,19,27,0,0,0,0,0,1,248,194,40,14,0,0,0,0,0,34,3682,2557,427,271,16,927,692,85,65,16,2262,1531,283,165,1,205,140,19,27,1,288,194,40,14,18,2755,1865,342,206,16,927,692,85,65,664,664,1
91,33,97,16,14,0,2,0,45,2,"[22, 19, 3, 1]",2021-09-22,2021-12-07,90439,2111,1991,0,120,0,846,138,138,0,0,0,0,0,0,0,0,1,5,4,0,1,11,1563,1283,129,151,0,0,0,0,0,1,361,316,18,27,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,14,2159,1619,176,188,1,5,4,0,1,11,1692,1283,129,151,1,379,316,18,27,1,83,16,29,9,13,2154,1615,176,187,1,5,4,0,1,497,495,1
92,39,155,16,13,0,3,0,103,6,"[33, 23, 16, 14, 10, 3, 3, 1]",2021-09-22,2021-12-01,96843,2614,2284,0,330,0,1400,678,672,0,6,0,0,0,0,0,0,2,215,198,6,11,10,1613,1356,130,127,0,0,0,0,0,1,252,-5,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2473,1549,393,138,2,221,198,6,11,10,1743,1356,130,127,1,509,-5,257,0,0,0,0,0,0,11,2252,1351,387,127,2,221,198,6,11,380,380,1
93,55,220,64,60,3,1,0,34,4,"[17, 9, 3, 2, 2, 1]",2021-09-22,2021-11-29,271454,3134,2868,151,115,0,906,164,161,3,0,0,7,249,219,9,21,0,0,0,0,0,52,2243,1789,143,311,0,0,0,0,0,1,403,343,3,57,0,0,0,0,0,1,53,16,29,8,0,0,0,0,0,61,3132,2367,184,397,7,258,219,9,21,52,2386,1789,143,311,1,406,343,3,57,1,82,16,29,8,61,3132,2367,184,397,0,0,0,0,0,477,476,1
94,43,6120,24,17,6,1,0,119,4,"[50, 37, 17, 12, 2, 1]",2021-09-22,2021-12-07,279281,3630,3226,289,115,0,1698,357,354,3,0,0,7,290,237,38,15,0,0,0,0,0,13,2382,1816,303,263,0,0,0,0,0,1,609,518,11,80,0,0,0,0,0,1,53,16,29,8,0,0,0,0,0,22,3715,2587,381,366,7,328,237,38,15,13,2685,1816,303,263,1,620,518,11,80,1,82,16,29,8,22,3715,2587,381,366,0,0,0,0,0,607,607,1
95,34,85,11,9,0,2,0,67,4,"[23, 17, 14, 9, 3, 1]",2021-09-22,2021-11-29,506204,1786,1492,0,294,0,4247,125,125,0,0,0,0,0,0,0,0,1,179,165,1,13,7,1287,1087,99,101,0,0,0,0,0,1,151,110,15,26,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,10,1815,1378,144,149,1,180,165,1,13,7,1386,1087,99,101,1,166,110,15,26,1,83,16,29,9,9,1635,1213,143,136,1,180,165,1,13,368,368,1
96,39,154,46,45,0,1,0,82,4,"[41, 26, 9, 3, 2, 1]",2021-09-22,2021-12-07,148366,8528,8413,0,115,0,2046,1152,1152,0,0,0,9,373,269,69,35,0,0,0,0,0,20,2919,1781,848,290,0,0,0,0,0,13,4932,4503,228,201,0,0,0,0,0,1,63,23,29,11,0,0,0,0,0,43,9461,6576,1174,537,9,442,269,69,35,20,3767,1781,848,290,13,5160,4503,228,201,1,92,23,29,11,43,9461,6576,1174,537,0,0,0,0,0,745,743,1
97,43,300,19,17,0,2,0,173,6,"[51, 37, 27, 23, 17, 14, 3, 1]",2021-09-22,2021-12-07,158771,6722,6199,0,523,0,4926,3802,3802,0,0,0,0,0,0,0,0,1,408,375,0,33,13,2249,1833,266,150,0,0,0,0,0,2,3873,307,3526,40,0,0,0,0,0,1,60,22,29,9,0,0,0,0,0,17,10411,2537,3821,232,1,408,375,0,33,13,2515,1833,266,150,2,7399,307,3526,40,1,89,22,29,9,16,10003,2162,3821,199,1,408,375,0,33,607,604,1
98,36,137,13,11,0,2,0,142,3,"[64, 56, 18, 3, 1]",2021-09-22,2021-12-07,154468,2513,2194,0,319,0,1297,303,299,0,4,0,0,0,0,0,0,1,204,178,4,22,9,1166,938,124,104,0,0,0,0,0,1,482,350,77,55,0,0,0,0,0,1,546,392,123,31,0,0,0,0,0,12,2726,1858,328,212,1,208,178,4,22,9,1290,938,124,104,1,559,350,77,55,1,669,392,123,31,11,2518,1680,324,190,1,208,178,4,22,457,457,1
99,45,295,45,35,9,1,0,90,4,"[38, 26, 19, 3, 3, 1]",2021-09-22,2021-11-28,210950,3854,3218,521,115,0,1619,365,356,9,0,0,12,542,485,14,43,0,0,0,0,0,30,2384,1860,300,224,0,0,0,0,0,1,463,383,23,57,0,0,0,0,0,1,350,272,61,17,0,0,0,0,0,44,4137,3000,398,341,12,556,485,14,43,30,2684,1860,300,224,1,486,383,23,57,1,411,272,61,17,44,4137,3000,398,341,0,0,0,0,0,589,589,1
100,36,204,22,20,0,2,0,198,4,"[69, 47, 46, 32, 3, 1]",2021-09-22,2021-12-07,130021,3911,3512,0,399,0,1574,547,533,0,14,0,0,0,0,0,0,1,284,244,19,21,18,2503,1948,412,143,0,0,0,0,0,1,520,440,30,50,0,0,0,0,0,1,489,373,95,21,0,0,0,0,0,21,4352,3005,556,235,1,303,244,19,21,18,2915,1948,412,143,1,550,440,30,50,1,584,373,95,21,20,4049,2761,537,214,1,303,244,19,21,789,789,1
101,37,218,18,16,0,2,0,166,4,"[82, 43, 20, 17, 3, 1]",2021-09-22,2021-12-07,118389,3251,2957,0,294,0,1119,238,236,0,2,0,0,0,0,0,0,1,179,156,2,21,13,1831,1474,221,136,0,0,0,0,0,2,790,692,25,73,0,0,0,0,0,1,336,208,100,28,0,0,0,0,0,17,3484,2530,348,258,1,181,156,2,21,13,2052,1474,221,136,2,815,692,25,73,1,436,208,100,28,16,3303,2374,346,237,1,181,156,2,21,672,672,1
